Sample,Patient,Sample_Type,Replication,Relative.Abundance..Firmicutes,Relative.Abundance..Bacteroidetes,Relative.Abundance..Actinobacteria,Relative.Abundance..Other.Bacteria,Relative.Abundance..Viruses,Relative.Abundance..Fungi,Relative.Abundance..Unclassified...Root,Relative.Abundance..Unclassified,Ratio.of.Bacteroidetes.to.Firmicutes,Richness.0.01.,Richness.0.001.,Richness.0.0001.,Richness.0.00001.,Richness.Any.,Shannon.Entropy,Inv.Simpson,Firmicutes..Faecalibacterium,Firmicutes..unclassified.Clostridiales..miscellaneous.,Firmicutes..Firmicutes..environmental.samples,Firmicutes..unclassified.Ruminococcaceae,Firmicutes..Ruminococcus,Firmicutes..Clostridium,Firmicutes..Roseburia,Firmicutes..Oscillibacter,Firmicutes..Butyricicoccus,Firmicutes..Clostridiales..environmental.samples,Firmicutes..Coprococcus,Firmicutes..unclassified.Lachnospiraceae,Firmicutes..Megamonas,Firmicutes..Gemmiger,Firmicutes..Eubacterium,Firmicutes..unclassified.Oscillospiraceae,Firmicutes..unclassified.Firmicutes.sensu.stricto..miscellaneous.,Firmicutes..Subdoligranulum,Firmicutes..Flavonifractor,Firmicutes..Blautia,Firmicutes..Dialister,Firmicutes..Dorea,Firmicutes..Streptococcus,Firmicutes..Lachnoclostridium,Firmicutes..Megasphaera,Firmicutes..Neglecta,Firmicutes..Intestinimonas,Firmicutes..Lachnospiraceae..environmental.samples,Firmicutes..unclassified.Clostridiaceae,Firmicutes..Anaerotruncus,Firmicutes..Candidatus.Borkfalkia,Bacteroidetes..Bacteroides,Bacteroidetes..Alistipes,Bacteroidetes..Prevotella,Bacteroidetes..Parabacteroides,Bacteroidetes..Odoribacter,Bacteroidetes..Butyricimonas,Bacteroidetes..unclassified.Rikenellaceae,Bacteroidetes..Prevotellaceae..environmental.samples,Actinobacteria..Collinsella,Actinobacteria..Bifidobacterium,Actinobacteria..Enterorhabdus,Actinobacteria..Eggerthella,Proteobacteria..Azospirillum,Proteobacteria..Sutterella,Proteobacteria..Bilophila,Lentisphaerae..unclassified.Lentisphaeria,Basidiomycota..Malassezia,null..Tobamovirus,null..Viruses..environmental.samples,Verrucomicrobia..Akkermansia,RNAConcentration,RawReads,DeduplicatedReads,TrimmedReads,HostRemovedReads,OrphanReads,rRNARemovedReads
D05-ZR-R3,D05,ZR,R3,0.355595984,0.276764516,0.01597178,0.095036572,0.00041418,0.003258735,0.252736515,0.25184213,0.778311704,135,496,1344,2293,2557,2.960127151,8.985730871,0.01602728,0.025410193,0.230861272,0.042080368,0.026438143,0.009467044,0.003437448,0.008225473,0.005547973,0.015539316,0.000797828,0.004792333,2.36e-06,0.005277858,0.010327544,0.003787224,0.001754978,0.003029796,0.003082632,0.001655889,0.020263694,0.000647367,0.000289624,0.00241974,0.0202502,0.018721524,0.001206212,0.002951029,0.000684352,0.000532834,0.014402848,0.173387985,0.094612893,0.000240527,0.034652967,0.004099121,3.82e-06,0.002703105,0.000221831,0.00737871,0.004396792,0.000150299,0.001247343,0.000240364,0.110173181,0.005839142,1.89e-05,4.24e-05,9.02e-06,0.000115183,0.004388908,8.86,73108821,73108821,60445335,23660087,9857127,21378526
D06-NF-R1,D06,NF,R1,0.538455152,0.099061571,0.26231442,0.041377168,0.001563664,0.001588792,0.055453394,0.054880486,0.183973671,77,328,1157,2118,2118,2.400588789,5.26866322,0.295065001,0.02528615,0.023840079,0.012342482,0.016654594,0.010610922,0.006127692,0.013261563,0.030693885,0.007224195,0.003119712,0.008731851,4.25e-06,0.004960512,0.006889438,0.001852677,0.00464555,0.003830724,0.004303314,0.003480717,0.004049643,0.002633485,0.000515113,0.002674688,1.13e-05,0.000115398,0.006890757,0.000790779,0.000607051,0.006132091,5.1e-05,0.095373659,0.031906667,8.08e-05,0.000144578,7.8e-05,3.08e-06,6.66e-05,5.07e-05,0.021781239,0.297625904,1.51e-05,0.0019757,1.06e-05,0.000282117,1.36e-05,4.55e-06,0.000299713,0.001746957,0.000224638,1.91e-05,116,58160117,58160117,33282450,13563240,4121757,9695023
D06-NF-R2,D06,NF,R2,0.722228732,0.119440363,0.049197385,0.018534526,0.008736277,0.007469394,0.074193321,0.072693307,0.165377473,129,512,1585,1585,1585,2.943375347,7.642892347,0.31527493,0.045765218,0.032489693,0.016289088,0.038775067,0.013531713,0.017715104,0.01980577,0.062789949,0.006610497,0.006973689,0.021124783,2.78e-05,0.005272965,0.010724953,0.002800587,0.010313404,0.004705028,0.006428387,0.006353279,0.001552567,0.003209049,0.000787086,0.004473532,1.54e-05,0.000140955,0.016364196,0.001920902,0.000629669,0.009520145,3.5e-05,0.116179102,0.067496005,0.000430068,5.86e-05,1.54e-05,3.81e-05,7.41e-05,5.66e-05,0.008607536,0.044980189,1.95e-05,0.002054656,0.000145071,0.000283968,2.57e-05,9.26e-06,0.003707023,0.011135472,0.00219664,3.6e-05,248,56511045,56511045,8590514,3282006,7353261,1664790
D06-NF-R3,D06,NF,R3,0.66401799,0.180168281,0.044563959,0.018305906,0.007155584,0.005918629,0.079743243,0.078157016,0.271330421,100,447,1433,2097,2097,2.726252387,6.589036159,0.330564706,0.041320919,0.026092107,0.017123486,0.027662144,0.015754242,0.01062114,0.025835764,0.046649765,0.008320791,0.005517375,0.009841772,3.37e-06,0.003662139,0.007486596,0.003600338,0.009064328,0.003835999,0.008809669,0.004426597,0.002731755,0.002083925,0.0003369,0.003816762,1.54e-05,0.000145485,0.016637493,0.001083083,0.000649273,0.008828666,3.87e-05,0.104426381,0.149574161,8.25e-05,6.64e-05,2.89e-06,3.37e-05,0.000169773,8.34e-05,0.008056272,0.039023696,6.49e-06,0.003033066,2.07e-05,0.000299387,3.13e-06,6.73e-06,0.000189251,0.008226285,0.001593123,8.18e-06,296,56679878,56679878,34565528,13113258,23737199,6524798
D06-OF-R1,D06,OF,R1,0.342460402,0.278115166,0.078923781,0.111739288,0.014642055,0.035685441,0.134854538,0.128197969,0.812108976,301,630,1205,1205,1205,3.65465964,12.88124171,0.097789409,0.01870815,0.008702237,0.025302646,0.053403904,0.013942314,0.01935023,0.007634705,0.003028901,0.001325144,0.004234997,0.018013376,0.000850903,0.002560515,0.008423156,0.000542548,0.00171937,0.003241627,0.005768964,0.019276069,0.006787706,0.007363431,0.009194043,0.002258015,5.07e-05,3.9e-06,0.001116322,0.000368855,0.002341934,0.000103435,0.000571822,0.185588518,0.159805776,0.003610482,0.021139858,0.002314612,9.76e-06,0.001803289,0.000191258,0.000909451,0.015808055,0.000275177,0.002900095,0.000105387,0.002207273,0.002687369,5.85e-06,0.0220981,0.006703786,0.009576559,0.010687026,6.72,46169187,46169187,6006986,1491034,15206782,856411
D06-OF-R2,D06,OF,R2,0.359960428,0.528551315,0.025501479,0.045938437,0.000416823,0.002181455,0.037412707,0.036694624,1.468359504,64,267,1056,2365,2365,1.917658541,3.474997139,0.177161386,0.028614646,0.01124446,0.005362037,0.038873296,0.006165087,0.004438937,0.006386487,0.010680786,0.001369411,0.000601487,0.005396543,3.51e-06,0.002827878,0.006093388,0.001146255,0.002138471,0.00254852,0.004299052,0.002386112,0.004804974,0.001853225,0.002843891,0.001081685,1.04e-05,3.03e-05,0.001987531,0.000451167,0.000437013,0.000919587,1.7e-05,0.483030255,0.141039103,0.000185963,0.000206109,1.64e-05,5.14e-05,0.000123872,9.53e-05,0.003105892,0.017066652,1.45e-05,0.002759071,7.85e-06,0.001169501,5.17e-06,1.76e-06,0.000179558,0.000207039,0.000135133,1.24e-05,12.7,55455605,55455605,36430645,13044385,18410690,12119531
D06-OF-R3,D06,OF,R3,0.450343402,0.438089503,0.021778598,0.028782568,0.004715865,0.000900633,0.055348636,0.054671991,0.972789877,71,264,952,2188,2525,2.173870795,4.671978784,0.215062667,0.053635547,0.024573762,0.00983532,0.020274066,0.008917304,0.005497828,0.017198964,0.011227414,0.003333087,0.000732063,0.007703094,1.01e-06,0.002523237,0.00695691,0.002832901,0.0041729,0.002244367,0.002971149,0.001919276,0.003063948,0.001254676,0.00124987,0.002019966,1.31e-05,5.92e-05,0.007078663,0.000626508,0.000518342,0.003378477,3.9e-05,0.368384053,0.164583391,0.000114574,0.000154387,6.65e-06,4.04e-05,0.000215086,7.19e-05,0.003250138,0.013144139,1.95e-05,0.002629326,5.58e-06,0.001703953,5.76e-06,4.51e-06,0.000158837,0.004902411,0.000718713,1.5e-05,9.06,75472725,75472725,60681943,24324849,8298610,22427323
D06-OR-R1,D06,OR,R1,0.312785396,0.519785913,0.045023461,0.052907621,0.010115536,0.003521869,0.055612062,0.05437794,1.661797255,87,409,1023,1869,1869,2.286546526,4.700847968,0.047629304,0.059958437,0.03344873,0.010362172,0.011149422,0.010045536,0.002500685,0.020660459,0.033808009,0.004498348,0.001635439,0.006368551,6.36e-06,0.00242641,0.002834998,0.003130856,0.005009432,0.002988044,0.004420972,0.002760724,0.00207535,0.001271508,0.000549385,0.001909588,1.83e-05,0.000157233,0.002921523,0.000651726,0.000402696,0.000952391,2.5e-05,0.349641667,0.281997738,0.000208248,0.001219718,8.13e-05,7.33e-05,0.000942002,0.000340516,0.004974543,0.042406041,2.17e-05,0.000871603,1.19e-05,0.00110001,0.000122189,4.96e-06,0.001167617,0.004968651,0.005784587,0.00046224,8.98,39178882,39178882,22704866,10414196,8440535,9104030
D06-OR-R2,D06,OR,R2,0.283996988,0.525215824,0.032308893,0.065232722,0.020836314,0.009525562,0.062670769,0.060751007,1.849371105,128,510,1261,1261,1261,2.377787856,4.529276016,0.041273919,0.041664632,0.024021509,0.009015697,0.014473466,0.010175625,0.003213612,0.014307413,0.034888207,0.002976743,0.001418776,0.009591998,4.64e-05,0.002229505,0.004244117,0.002405325,0.004090274,0.002368696,0.004161091,0.002654405,0.003352804,0.001716694,0.000793635,0.001975541,4.15e-05,0.000105004,0.002459048,0.000488391,0.000253963,0.000688631,0,0.343368139,0.310111158,0.000747238,0.000280825,4.15e-05,0.000119656,0.000876662,0.000358967,0.005452885,0.01672739,9.77e-06,0.000942595,6.1e-05,0.001006085,1.95e-05,7.33e-06,0.005162292,0.012783633,0.011352648,3.42e-05,11,36429851,36429851,4179072,1012630,11914745,596483
D06-OR-R3,D06,OR,R3,0.326782582,0.510040268,0.032679603,0.047054418,0.025298541,0.003877701,0.054186848,0.053058815,1.560793921,78,372,1387,2392,2392,2.298647028,4.718545562,0.041996762,0.053969149,0.033992735,0.011915902,0.009577594,0.008876665,0.004552486,0.018571625,0.045095077,0.004168705,0.001681801,0.004985986,3.38e-07,0.003120638,0.003565977,0.003048933,0.004775719,0.003379949,0.005192645,0.002999664,0.002569997,0.001993538,0.000390094,0.002708672,3.75e-05,0.000180841,0.003435306,0.000580631,0.000320644,0.0010979,8.12e-06,0.303658088,0.331775626,0.000149047,0.000181518,1.36e-05,0.000104175,0.000775227,0.00034105,0.007797368,0.022226331,1.5e-05,0.001673345,1.52e-05,0.000808825,3.95e-06,5.86e-06,0.000110489,0.008262098,0.016805492,3.44e-05,5.2,64217011,64217011,37934171,16737126,23954696,12752672
D06-ZF-R1,D06,ZF,R1,0.583169036,0.264102381,0.027422611,0.023123388,0.000994855,0.0010304,0.100043998,0.098937914,0.452874492,82,290,1055,2210,2500,2.508679724,6.512022492,0.272720811,0.081504181,0.049773929,0.018430623,0.053269332,0.013426715,0.002620544,0.014612347,0.033234525,0.005838168,0.003771263,0.00995029,3.44e-06,0.006053527,0.004588133,0.003018333,0.0079624,0.004960135,0.001876143,0.005332203,0.004173483,0.003287052,0.000292325,0.002991686,2.08e-05,0.000152147,0.005372008,0.000779776,0.001167977,0.000983299,8.11e-05,0.234731591,0.097568697,0.000126094,0.000122061,7.67e-06,6.2e-05,0.000187852,6.64e-05,0.005671871,0.017429802,1.57e-05,0.002007792,1.1e-05,0.001180474,5.03e-06,7.34e-06,6.62e-05,0.000678477,0.00039812,2.84e-05,7,53653546,53653546,50153934,21509606,2156016,20729722
D06-ZF-R2,D06,ZF,R2,0.632973647,0.198832662,0.025579043,0.022910685,0.00088641,0.002239512,0.116485426,0.114720287,0.314124708,89,343,1260,2345,2654,2.632386484,7.239213796,0.286130471,0.100475099,0.061880586,0.020260448,0.059000248,0.0142697,0.003728335,0.016846728,0.038137636,0.007117058,0.003828324,0.013449647,2.47e-06,0.005313751,0.004544568,0.003536716,0.010033459,0.004848595,0.002210189,0.005591826,0.00468261,0.003370253,0.000279826,0.003847192,2.75e-05,0.000179041,0.005838216,0.00094504,0.001263158,0.00118347,6.77e-05,0.162719738,0.095669971,0.000191142,0.000132788,8.76e-06,3.84e-05,0.000178723,8.79e-05,0.006223923,0.01564248,1.69e-05,0.002011484,1.27e-05,0.000886129,5.02e-06,7.09e-06,9.92e-05,0.000586321,0.000387776,2.46e-05,7.28,69664772,69664772,49390842,19271163,15161055,18258975
D06-ZF-R3,D06,ZF,R3,0.628756131,0.260433051,0.015460053,0.023569431,0.000421753,0.00094468,0.07035303,0.069633266,0.414203597,82,271,1048,2417,2713,2.470652931,6.486858454,0.264893103,0.051438218,0.026328001,0.018016491,0.131866685,0.017778855,0.005024435,0.005972608,0.037907254,0.00365288,0.002984381,0.018584372,2.32e-06,0.003706718,0.010222395,0.001192762,0.007962195,0.003258681,0.002019404,0.008138143,0.008701126,0.00684803,0.000584107,0.002444103,2.45e-05,0.000114525,0.001513894,0.000798669,0.00250184,0.000420801,4.69e-05,0.23161914,0.081161024,9.49e-05,0.000117053,9.11e-06,4.46e-05,0.000190014,8.01e-05,0.0032964,0.008417659,1.21e-05,0.001362494,7.85e-06,0.000935635,3.95e-06,4.06e-06,5.48e-06,0.000134859,0.000181427,3.05e-05,34.8,70828876,70828876,66187506,25799650,5070713,25290365
D06-ZH-R1,D06,ZH,R1,0.112570544,0.772835409,0.003748043,0.073427947,0.001160925,0.001347022,0.034839338,0.033821492,6.865343113,65,214,856,1861,1861,1.068891616,1.752943955,0.046587442,0.009179745,0.001848781,0.002345914,0.006746931,0.002834153,0.000678301,0.003700864,0.001167938,0.000397274,0.000222077,0.001302862,6.35e-06,0.000201877,0.002840379,0.000696088,0.001644871,0.000213311,0.000674871,0.000552652,0.000509202,0.000212041,0.000234909,0.001495845,4.66e-05,2.1e-05,0.001103653,0.000233639,0.000113834,0.000423954,5.86e-05,0.737762056,0.154308769,0.000262478,0.00069901,5.62e-05,0.000127174,0.000327145,0.000206069,0.000297543,0.000501834,1.65e-06,0.000101002,4.95e-06,0.002868456,6.17e-05,5.08e-07,0.000487732,0.000705743,0.000244183,0.00020518,7.9,43188430,43188430,31948553,10288178,6955039,9815488
D06-ZH-R2,D06,ZH,R2,0.129506567,0.734999745,0.004394648,0.081555427,0.001036611,0.005293877,0.043178296,0.041828221,5.675385886,77,306,1178,2009,2009,1.224179558,1.874599526,0.039328865,0.016421173,0.00129223,0.002559997,0.006893554,0.004061974,0.001140696,0.004045438,0.001498806,0.000296499,0.000273396,0.001858501,1.04e-05,0.000199101,0.005417626,0.000649626,0.00264154,0.000200233,0.000937744,0.000615423,0.000923701,0.000296046,0.000279738,0.001807536,1.81e-06,8.61e-06,0.000929364,0.000402958,0.000149269,0.000376457,5.35e-05,0.709922808,0.165786871,0.000220619,0.000513721,4.17e-05,9.85e-05,0.000299897,0.000205896,0.000217448,0.000597755,1.81e-06,8.61e-05,2.42e-05,0.001853518,5.96e-05,1.59e-06,0.001195964,0.000554266,0.000345878,2.49e-05,11.4,55128897,55128897,22526446,6571192,19709046,5721903
D06-ZH-R3,D06,ZH,R3,0.152105089,0.708853778,0.008812297,0.074339235,0.000554774,0.006749779,0.04851875,0.047336847,4.660289708,82,331,1210,2180,2180,1.332845818,1.978447749,0.051890394,0.019534154,0.004392042,0.003908113,0.007830202,0.003970745,0.000698204,0.005045269,0.002653048,0.000771555,0.000196304,0.001421839,7.36e-07,0.000342586,0.004013831,0.000800034,0.00200266,0.000345319,0.001006006,0.000510097,0.000707662,0.000219423,0.000462071,0.001881914,2.73e-06,2.09e-05,0.001695172,0.000248743,0.000211962,0.000713757,2.27e-05,0.691112593,0.156585657,0.000222156,0.000456607,2.86e-05,6.83e-05,0.00034101,0.000201348,0.000387774,0.000929397,0,0.000184429,7.88e-06,0.00224804,5.71e-05,4.2e-07,0.004751548,0.000180331,0.000176548,1.16e-05,51.6,88548537,88548537,47926618,13750320,27099680,12317842
D06-ZR-R1,D06,ZR,R1,0.340563454,0.511052563,0.027959832,0.028927551,0.002684406,0.001251568,0.087427271,0.086512828,1.500608938,79,291,1021,2041,2342,2.130927687,3.685689299,0.074083517,0.047708706,0.037595473,0.012685919,0.035688251,0.007717549,0.002763319,0.017445248,0.023897855,0.004911365,0.001273095,0.005943828,4.33e-06,0.005049833,0.002525426,0.003162228,0.008163145,0.004188004,0.001327425,0.002434982,0.001556783,0.001305515,0.000139105,0.001708054,1.32e-05,0.000107195,0.005711093,0.000532218,0.000549033,0.000860938,0.000153819,0.487733658,0.145867018,0.000127195,0.000122545,1.27e-05,5.16e-05,0.00032891,7.63e-05,0.004871556,0.017734733,8.79e-06,0.001911935,9.36e-06,0.002177535,5.03e-06,7.45e-06,0.000179359,0.001603279,0.001356788,2.97e-05,5.9,66175819,66175819,55589179,22450908,3615376,21170794
D06-ZR-R2,D06,ZR,R2,0.454052636,0.362204373,0.033099805,0.029433222,0.002720184,0.001631997,0.116778746,0.115239226,0.797714504,86,343,1141,2270,2270,2.607228017,5.961280628,0.088622463,0.066453135,0.049753351,0.018883326,0.052408997,0.01284623,0.003447899,0.027905001,0.033540419,0.006450374,0.002342457,0.009582598,3.81e-06,0.008441529,0.003305058,0.005782402,0.014214486,0.00806885,0.002902884,0.004465019,0.003543347,0.00233732,0.000201667,0.0039321,2.02e-05,0.000176977,0.010994436,0.000854725,0.000998892,0.002056278,0.00012627,0.363372661,0.121002756,0.000528445,0.000164714,1.97e-05,6.55e-05,0.000308549,9.08e-05,0.008186669,0.017515733,2.54e-05,0.003488829,1.92e-05,0.001353674,8.12e-06,1.51e-05,0.000237295,0.001325006,0.001939288,2.78e-05,7.1,44819998,44819998,23097454,9694694,8134005,8929507
D06-ZR-R3,D06,ZR,R3,0.318420204,0.516610465,0.022845849,0.037401845,0.00490962,0.001346863,0.098392855,0.097465696,1.622417353,78,304,1041,2203,2493,2.139358879,4.20455355,0.104151228,0.048634026,0.028554626,0.010194511,0.025258387,0.007083787,0.002220837,0.012072731,0.018869,0.003878984,0.001129585,0.005148527,2.26e-06,0.003236611,0.002627772,0.002271192,0.011590372,0.003153801,0.001182042,0.002176844,0.001537167,0.000772519,0.000113002,0.001892345,1.12e-05,9.33e-05,0.004746875,0.000507483,0.00054905,0.001044995,0.000354855,0.413275087,0.22608414,0.000196243,0.000222876,2.68e-05,9.26e-05,0.00051433,0.000105669,0.003748353,0.017325094,7.39e-06,0.001266146,8.36e-06,0.002745787,5.88e-06,2.01e-05,0.00028245,0.001651893,0.004018134,2e-05,4.4,83815218,83815218,65158937,26564000,6372154,25322365
D07-NF-R1,D07,NF,R1,0.483590488,0.313156486,0.014127797,0.088656326,0.00416974,0.002947467,0.092886782,0.091315559,0.647565438,129,499,1541,2201,2480,3.165371355,12.49570837,0.110357958,0.031630429,0.037587226,0.073947723,0.049010607,0.007842596,0.001959361,0.049239359,0.002264885,0.015560324,0.011841303,0.005799069,1.33e-05,0.01891064,0.009684109,0.007266498,0.014447187,0.005290259,0.017595413,0.00295577,5.9e-05,0.001548908,0.001263024,0.001231509,3.26e-05,0.000666389,0.010184031,0.000910077,0.000636591,0.015303791,9.41e-06,0.13052647,0.17556548,0.000216877,0.014752189,0.002067725,0.023019428,0.002600582,0.000169977,0.000152725,0.005989807,0.00287108,0.001399095,0.066273759,0.006376063,0.009261632,0.004021708,0.000953318,0.000125615,0.005592946,3.43e-05,68,100080520,100080520,74220198,31098835,13618504,21451773
D07-NF-R2,D07,NF,R2,0.490917316,0.304213936,0.014062594,0.079050915,0.004774749,0.005861479,0.100891458,0.098849846,0.619684673,135,539,1639,2389,2389,3.165285198,12.09349361,0.105222217,0.035527804,0.053104154,0.091273828,0.040773237,0.00752355,0.002127898,0.053937719,0.001915427,0.015744279,0.01073792,0.006595099,1.03e-05,0.011753096,0.006278522,0.007949909,0.017539815,0.005388912,0.026356632,0.002091895,4.77e-05,0.001149256,0.001150498,0.001481264,2.57e-05,0.000862297,0.016146696,0.000924016,0.000763688,0.017035596,8.51e-06,0.101070706,0.19787001,0.000257164,0.014845979,0.001201398,0.011603941,0.003071423,0.000166713,0.000350452,0.006631812,0.004119587,0.002071499,0.048969669,0.004987737,0.005887278,0.001952494,0.000920292,9.08e-05,0.006717474,5.09e-05,174,89627805,89627805,31677589,12405671,26369062,9169830
D07-NF-R3,D07,NF,R3,0.473604628,0.346834033,0.010057841,0.071254092,0.008068389,0.00354052,0.086471157,0.084759188,0.732328216,113,459,1523,2220,2476,3.037148269,10.98835184,0.123361085,0.029348047,0.036397416,0.069093487,0.027787323,0.006017919,0.002146172,0.069806808,0.001384582,0.016111485,0.008341927,0.006354961,7.9e-06,0.013611335,0.004505747,0.008770992,0.018355891,0.009511506,0.02707946,0.002221446,3.36e-05,0.000953917,0.000708334,0.001322292,3.04e-05,0.000673331,0.013131365,0.000820399,0.000677659,0.014025439,9.6e-06,0.140582211,0.195299198,0.000200607,0.019959333,0.000924842,0.01331607,0.002496387,0.000213215,0.000188375,0.005786732,0.001958174,0.001860034,0.047320602,0.005288979,0.002772833,0.000988543,0.000179248,0.000124485,0.011279988,2.48e-05,194,75890236,75890236,49325773,21725393,25259239,16597082
D07-OF-R1,D07,OF,R1,0.246514723,0.285486584,0.006192882,0.379674057,0.002859658,0.001621901,0.077571866,0.076852899,1.158091414,80,279,1014,1797,1797,2.244514764,4.243332775,0.091857086,0.009614376,0.009600242,0.037660281,0.014467498,0.005007708,0.002715196,0.011711227,0.001029765,0.007246999,0.007942858,0.003867967,9.94e-06,0.00650079,0.002740592,0.002344851,0.004729232,0.002646515,0.002739708,0.001266502,0.000345169,0.000636453,0.000881141,0.000592065,7.11e-05,0.000135373,0.002601906,0.000382932,0.000629387,0.00159555,6.18e-06,0.132246033,0.106945799,0.000156795,0.013867262,0.006517353,0.009706686,0.001902072,9.74e-05,4.51e-05,0.000621878,0.004761695,0.000232321,0.442128572,0.002266012,0.003219367,0.014413393,7.44e-05,2.72e-05,0.003215392,3.91e-05,51,56619792,56619792,49345495,28652704,6883396,6152972
D07-OF-R2,D07,OF,R2,0.405312909,0.222417491,0.012380029,0.266711544,0.002727418,0.002465363,0.087894306,0.086881145,0.548755013,97,347,1182,2412,2412,2.692219491,6.896450817,0.140625781,0.014401927,0.02091554,0.049015347,0.052496457,0.006561143,0.003422855,0.01886909,0.003552282,0.009296771,0.018019165,0.00643257,8.9e-06,0.015403824,0.006646087,0.003259793,0.007648837,0.00410594,0.003698161,0.002522354,0.000407048,0.001151433,0.001666823,0.001146923,8.24e-05,0.000189752,0.002857254,0.00066651,0.000943522,0.004512134,7.68e-06,0.091326597,0.105176572,0.000138932,0.007934624,0.003843309,0.008414184,0.001483895,9.73e-05,9.21e-05,0.001753107,0.011237924,0.000397785,0.313424281,0.00172849,0.004493,0.012166699,0.000149901,3.68e-05,0.003209704,2.1e-05,57.2,60364826,60364826,35308951,13931462,10182091,12048080
D07-OF-R3,D07,OF,R3,0.272239263,0.318428515,0.007654252,0.315734759,0.002428434,0.003876928,0.079539109,0.07859927,1.169664182,98,354,1198,2040,2040,2.444140724,5.381453323,0.102864679,0.011558867,0.013304554,0.035328401,0.023535061,0.004534786,0.002058444,0.015754802,0.001265695,0.008951479,0.009506518,0.003452327,6.48e-06,0.010581359,0.002452533,0.003433661,0.005355916,0.002220537,0.002976906,0.000993318,0.00033009,0.000388375,0.001419978,0.000631228,4e-05,0.000159807,0.003150617,0.000387232,0.0006158,0.002518246,1.9e-06,0.104501415,0.180234518,0.00023333,0.01284018,0.004919161,0.008613199,0.002469866,0.000102856,5.98e-05,0.00069218,0.004331551,0.000248568,0.358661065,0.003766798,0.004024509,0.009735467,0.001213505,3.75e-05,0.002731005,2.29e-05,56.4,56099142,56099142,24238462,8833576,17741379,7391363
D07-OR-R1,D07,OR,R1,0.40540533,0.235823943,0.062730477,0.168183393,0.01351887,0.019142262,0.091141264,0.082496431,0.581699168,250,826,1487,1487,1487,3.73106703,13.4965048,0.025290952,0.019945684,0.01023262,0.034709894,0.032887043,0.019281709,0.056710908,0.026736904,0.001046158,0.011553527,0.018052385,0.016682165,0.00021839,0.004735889,0.011498929,0.007330149,0.007136416,0.00225963,0.005604165,0.003034562,8.98e-05,0.00300286,0.005438611,0.002592499,2.64e-05,0.00014618,0.00126807,0.004019077,0.001021501,0.000796066,0,0.085522515,0.228599558,0.001033829,0.006539367,0.001961986,0.002557274,0.002613633,0.000165554,0.000264181,0.007310776,0.021358173,0.00083129,0.0578645,0.006141333,0.005893003,0.008892341,0.012486967,0.004230422,0.010412264,3.7e-05,25.4,30187851,30187851,6586398,1882034,10024764,1126545
D07-OR-R2,D07,OR,R2,0.450273494,0.243691777,0.031937534,0.111987391,0.012802895,0.032996487,0.116054266,0.111201761,0.541208355,246,980,1765,1765,1765,3.724371147,14.60278815,0.039326402,0.031806951,0.022581056,0.036468456,0.052353644,0.034077165,0.040508175,0.022714746,0.0024203,0.010980266,0.019574285,0.030721032,3.91e-05,0.007306303,0.012518966,0.006581096,0.008324116,0.003479733,0.005264373,0.005673011,0.00025603,0.003245144,0.004367638,0.002449308,5.04e-05,0.000413683,0.001523565,0.004651415,0.001174205,0.001039253,2.27e-05,0.097650707,0.204345693,0.00066719,0.0075081,0.002509847,0.002895783,0.002619574,0.000196752,0.000189184,0.005679317,0.009932184,0.00077944,0.063156076,0.005336263,0.00560995,0.009522284,0.011088731,0.003021906,0.010524962,0.000208103,9.68,73164504,73164504,12213442,2993593,33384043,1535253
D07-OR-R3,D07,OR,R3,0.332495603,0.379161418,0.040927311,0.108884442,0.013257318,0.034099405,0.09082582,0.087132367,1.140350171,219,873,1471,1772,1772,3.165658863,6.176951258,0.022502937,0.017253129,0.022774439,0.029765418,0.023167382,0.008513245,0.013301269,0.02558924,0.003966557,0.015655058,0.009590744,0.005659769,3.56e-05,0.010094299,0.005994698,0.00756647,0.007133304,0.00382191,0.00361693,0.002265609,0.000113706,0.002224613,0.003937937,0.001745037,4.8e-05,0.000580906,0.000937493,0.003241778,0.000592508,0.000935173,1.55e-06,0.099624152,0.377741801,0.000785886,0.006563228,0.001916756,0.002506944,0.003724448,0.00029316,0.000126082,0.005918894,0.006229845,0.000479576,0.058330349,0.004650339,0.006403885,0.009558256,0.030419807,0.003665661,0.010908804,8.97e-05,12.6,85598683,85598683,13333945,3651613,36215051,2290887
D07-ZF-R1,D07,ZF,R1,0.396749507,0.220523893,0.006873964,0.301050931,0.00058717,0.001113135,0.072982096,0.072364434,0.555826508,81,273,968,1934,2357,2.517057984,6.198957808,0.098745304,0.021799998,0.02836733,0.07401144,0.073697159,0.004489854,0.001649284,0.01471947,0.004591537,0.009500355,0.019145456,0.003393503,3.37e-06,0.014642997,0.003626999,0.002622303,0.009206504,0.008159261,0.002022091,0.002088724,4.98e-05,0.001221417,0.000186404,0.000790412,1.86e-05,0.000320232,0.001013927,0.000552791,0.000960883,0.000854936,6.19e-06,0.088009802,0.099357137,0.000108946,0.012509663,0.003893812,0.004852728,0.001363165,9.14e-05,8.71e-05,0.001146631,0.00404615,0.00073315,0.346758849,0.001150567,0.001860569,0.012863727,6.63e-05,1.5e-05,0.000515867,4.31e-05,4,65681723,65681723,58082519,29670127,4563042,28264900
